OBJECTID,Reported Date,Information Reliability,Region of Incident,Number Dead,Number Missing,Nationalities,Region of Origin,Migrant route,Location Description,Number of Female,Number of Male,Number of Children,Age Range,Information Source,URL,Comments,Has the record been reviewed for quality and ready for public view,Cause of death,Number of survivors,x,y,
329,"June 9, 2014",Verified,Mediterranean,3,2,'African',Unknown,Central Mediterranean,Italian waters,,,,,The Guardian,http://bit.ly/1kal8el,,Yes,Drowning,,1422952.52301411,4212638.96960348,
330,"June 9, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Hyperthermia,,-12468896.1637546,3779835.18354466,
331,"June 9, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12452309.5596264,3761643.67021998,
332,"June 8, 2014",Verified,Mediterranean,4,,Central African Republic,Sub-Saharan Africa,Central Mediterranean,Italian waters,,,,,The Guardian,http://bit.ly/1qNxMp5,,Yes,Drowning,,1374639.86400982,4220080.50601051,
333,"June 6, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,1,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12387589.3969755,3778302.41454911,
334,"June 5, 2014",Verified,Mediterranean,3,,Unknown,Unknown,Central Mediterranean,Italian waters,,,,,Reuters,http://reut.rs/2bBvz2p,,Yes,Unknown,,1521403.48067167,4368740.41716529,
335,"June 3, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,Pima County,,1,,29,PCOME,,,Yes,Hyperthermia,,-12459879.2850003,3775406.26425464,
336,"June 1, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown (skeletal remains),,-12408312.0256884,3795883.34632619,
337,"May 31, 2014",Verified,Horn of Africa,62,,Mostly Ethiopian. Others were Somalian and 2 Yemeni crew,Horn of Africa,,Gulf of Aden,,,,,New Vision,http://bit.ly/1vs8jBB,,Yes,Drowning,,5334697.16559158,1406439.56915095,
338,"May 30, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12471901.790006,3780597.59572249,
339,"May 30, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12449860.5308289,3775406.26425464,
340,"May 28, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown (skeletal remains),,-12458766.0900924,3784121.09548447,
341,"May 27, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown (skeletal remains),,-12455537.8248594,3779532.86110072,
342,"May 23, 2014",Verified,Mediterranean,1,,Afghanistan,South Asia,Apulia and Calabria,Greece,,1,1,15,Afghan immigrant dies in back of truck,http://bit.ly/TzKj34,,Yes,Asphyxiation,,2255945.14067109,4794427.52268649,
343,"May 23, 2014",Verified,Europe,1,,Sudan,North Africa,,"Port of Calais, France",,1,,19,Calais Migrant Solidarity,http://bit.ly/1DpK8rz,,Yes,Fell from truck,,206908.424342552,6612683.77341068,
344,"May 22, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12407117.2436125,3790232.09303924,
345,"May 21, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12452309.5596264,3783358.45920301,
346,"May 13, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,Pima County,,1,,36,PCOME,,,Yes,Unknown (skeletal remains),,-12451641.6426816,3784423.53365668,
347,"May 12, 2014",Verified,Mediterranean,17,200,Unknown,Sub-Saharan Africa,Central Mediterranean ,International waters between Libya and Italy,12,2,,,ANSA Med and Relief Web,http://bit.ly/1mh7JHc,,Yes,Drowning,,1743986.80251283,4124351.22261318,
348,"May 10, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,29,PCOME,,,Yes,Blunt force injuries,,-12390439.1052519,3771898.45830524,
349,"May 9, 2014",Verified,North Africa,13,33,Niger,Sub-Saharan Africa,Niger through Algeria to Libya,Southern Algeria,,,,,Reuters and Middle East eye,http://bit.ly/1ujLNLW -- and -- http://reut.rs/1pGZhU9,,Yes,"Starvation, Dehydration, Exhaustion",,577252.785483064,2283221.59530264,
350,"May 8, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown (skeletal remains),,-12387720.1483966,3769297.82525891,
351,"May 7, 2014",Verified,Mediterranean,1,,Eritrea,Horn of Africa,Central Mediterranean,Mediterranean waters,,1,,,ANSA Med,http://bit.ly/1iVme2J,,Yes,Unknown,,1308605.14207126,4275826.91806669,
352,"May 6, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12402103.3006466,3781220.32867716,
353,"May 6, 2014",Verified,Mediterranean,44,33,Unknown,Sub-Saharan Africa,Central Mediterranean,Coast of Libya,,,,,Relief Web/UNHCR,http://bit.ly/1okLiQ5,,Yes,Drowning,,1597223.18585097,3909182.81920723,
354,"May 5, 2014",Verified,Mediterranean,22,7,Unknown,MENA,Eastern Mediterranean,"Waters near Samos, Greece",,,,,BBC,http://bbc.in/1saJIBD,,Yes,Drowning,,3018042.10339951,4558036.58146624,
355,"May 2, 2014",Verified,Mediterranean,4,,"Eritrea, Ethiopia, Somalia",Horn of Africa,Central Mediterranean,Coast of Libya,,,,,Relief Web,http://bit.ly/1okLiQ5,,Yes,Drowning,,1780677.70667829,3852919.16279613,
356,"May 2, 2014",Verified,Europe,1,,Eritrea,Horn of Africa,,Port of Calais,,1,1,16,Calais Migrant Solidarity,http://bit.ly/1nMFzWd,,Yes,Fell from truck,,206908.424342552,6612683.77341068,
357,"May 1, 2014",Verified,Caribbean,6,3,,Caribbean,,"Dominican Republic, near Boca Chica and Juan Dolio",,,,,Dominican Today,http://bit.ly/1pGZg2g,,Yes,Drowning,,-7745821.67642848,2073619.37171849,
358,"May 1, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12416555.4024081,3780756.69819638,
359,"April 30, 2014",Verified,Mediterranean,,40,Somalia,Horn of Africa,Central Mediterranean,Coast of Libya,,,,,Relief Web,http://bit.ly/1okLiQ5,,Yes,Drowning,,1839376.47417358,3753128.72607713,
360,"April 30, 2014",Verified,U.S./Mexico Border,1,,,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12426706.0767439,3768220.96016233,
361,"April 27, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,Pima County,,1,,47,PCOME,,,Yes,Blunt force injuries,,-12421178.9661762,3780713.752158,
362,"April 27, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,Pima County,,1,,24,PCOME,,,Yes,Hyperthermia,,-12416782.6072699,3775256.81174311,
363,"April 23, 2014",Verified,U.S./Mexico Border,1,,Unknown,Unknown,,Pima County,,,,,PCOME,,,Yes,Shot,,-12427592.4201181,3779688.97433294,
364,"April 21, 2014",Verified,Southeast Asia,5,,China (ethnic Uighur),East Asia,,Border between China andVietnam,,,,,New York Times,http://nyti.ms/1kzuP6j,,Yes,Shot,,11966066.0238414,2462705.65979615,
365,"April 18, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown (skeletal remains),,-12467337.6908835,3791158.0483915,
366,"April 17, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12447745.4605039,3789474.06453181,
367,"April 16, 2014",Verified,Mediterranean,8,1,Syrian Arab Republic,MENA,Apulia and Calabria,off the Menderes district of Turkey's western Izmir province,2,7,,,World Bulletin,http://bit.ly/1qfNEkE,,Yes,Drowning,,2964536.92281348,4674398.65278641,
368,"April 14, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown,,-12411509.0366386,3778613.08981724,
369,"April 14, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown (skeletal remains),,-12419537.384177,3789018.27715826,
370,"April 14, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12401886.749394,3786267.88980416,
371,"April 14, 2014",Verified,North Africa,10,,"Sudan (6), Ethiopia (2), Eritrea (1), Unknown (1)",Horn of Africa,,Sudan-Libya desert,,,,,Agence France Presse,http://bit.ly/1pGZbvJ,,Yes,"Hyperthermia, Abandoned by smugglers in the desert",,2433098.97831951,2669696.64911202,
372,"April 10, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12426928.7157255,3768522.99795633,
373,"April 10, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12444071.9173077,3762877.45865914,
374,"April 9, 2014",Verified,Sub-Saharan Africa,17,,Zimbabwe,Sub-Saharan Africa,,Limpopo River,,,,,AllAfrica,http://bit.ly/1z57Bim,,Yes,Drowning,,3616592.1446882,-2730856.86716016,
375,"April 9, 2014",Verified,Mediterranean,1,,Unknown,Unknown,Central Mediterranean,Italian waters,,,,,Deutsche Welle,http://bit.ly/1okLaA1,,Yes,Unknown,661,1768443.69464011,4104854.80245508,
376,"April 2, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,Pima County,,1,,50,PCOME,,,Yes,Unknown (skeletal remains),,-12397217.418621,3773417.54699681,
377,"March 30, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12447300.1825407,3780610.74118508,
378,"March 30, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12457541.5756937,3769140.22921941,
379,"March 30, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County,,,,,PCOME,,,Yes,Blunt force injuries,,-12422084.3882639,3785801.02465308,
380,"March 30, 2014",Verified,U.S./Mexico Border,1,,El Salvador,Central America & Mexico,,US - Arizona,,1,,,Nogales International and PCOME,http://bit.ly/1grVlvz,Head injury after fall from border fence,Yes,Fell from wall,,-12352455.9763848,4042425.70887996,
381,"March 26, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12437504.0673509,3767761.35198968,
382,"March 26, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12456762.3392581,3774341.99013086,
383,"March 23, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown (skeletal remains),,-12405523.3039064,3784737.66257136,
384,"March 22, 2014",Verified,Sub-Saharan Africa,251,,Democratic Republic of the Congo,Sub-Saharan Africa,,"Lake Albert, Uganda/DRC",,,,,BBC (UNHCR),http://bbc.in/1iRb5A9,,Yes,Drowning,,3438447.56357172,181738.071281529,
385,"March 18, 2014",Verified,Mediterranean,7,2,Syria,MENA,Eastern Mediterranean,"near Lesvos, Greece",1,1,,1 4y.o. girl,Guardian,http://bit.ly/1qfMlCm,,Yes,Drowning,,2949246.88640554,4778960.33737359,
386,"March 17, 2014",Verified,Mediterranean,1,,'African',Unknown,Central Mediterranean,Mediterranean,,,,,Global post,http://bit.ly/1lOxCNv,,Yes,Toxic fumes/asphyxiation,,1408892.87132691,4161122.79723087,
387,"March 15, 2014",Verified,Europe,1,,Ethiopia,Horn of Africa,Calais to UK,"Calais, France",,1,,20s,Daily Mail UK,http://dailym.ai/1iYPbax,,Yes,Vehicle accident,,208577.103509545,6615776.65848558,
388,"March 15, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12409866.2860074,3787134.46261392,
389,"March 15, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12411395.0265557,3770012.56827564,
390,"March 14, 2014",Verified,Europe,1,,Ethiopia,Horn of Africa,,"Calais, France",,1,,25,Daily Mail UK,http://dailym.ai/1iYPbax,,Yes,Unknown,,205792.242621368,6612502.30954992,
391,"March 12, 2014",Verified,Europe,1,,Ethiopia,Horn of Africa,Calais to UK,"Calais, France",,1,,,Daily Mail UK,http://dailym.ai/1iYPbax,,Yes,Vehicle accident,,207889.149056445,6615741.30464597,
392,"March 11, 2014",Verified,Horn of Africa,,44,Somalia,Horn of Africa,,Gulf of Aden,,,,,UNHCR,http://bit.ly/1gmKS4K,,Yes,Drowning,,5334697.16559158,1406439.56915095,
393,"March 11, 2014",Verified,U.S./Mexico Border,1,,Ecuador,South America,,Mexico,1,,1,12,New York Times,http://nyti.ms/1k00Xlq,,Yes,Found hanged,,-11847176.8076741,3722739.07543663,
394,"March 9, 2014",Verified,Europe,1,,Albania,Southern Europe,Calais to UK,France - Calais,,1,,,Daily Mail UK,http://dailym.ai/1iYPbax,,Yes,Hit by vehicle,,206571.126285452,6610068.98508905,
395,"March 4, 2014",Verified,U.S./Mexico Border,1,,Guatemala,Central America & Mexico,Patagonia,Arizona,1,,,22,PCOME,,,Yes,Hyperthermia,,-12352455.9763848,4042425.70887996,
396,"February 27, 2014",Verified,Mediterranean,7,,Somalia,Horn of Africa,Central Mediterranean,Libyan Coast,,,,,Libya Herald,http://bit.ly/1lvR4Ka,,Yes,Drowning after being thrown overboard by other passengers,,1690174.96066335,3916520.70271082,
397,"February 26, 2014",Verified,,1,,Bangladesh,South Asia,,India,,1,,,Daily Star,http://bit.ly/1vs5kco,,Yes,Shot,,9896914.98872139,2898374.1575254,
398,"February 26, 2014",Verified,Horn of Africa,11,6,Ethiopia,Horn of Africa,,Red Sea,,,,,IOM,http://bit.ly/1pTfmSe,,Yes,Drowning,,4287203.02112504,2306254.1728703,
399,"February 25, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12450083.1698105,3781675.5715173,
400,"February 21, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12411896.3719162,3774650.09370025,
401,"February 20, 2014",Verified,Caribbean,8,,Haiti,Caribbean,,Coast of Dominican Republic,,,,,AP,http://bit.ly/1sWDTeE,,Yes,Drowning,,-7547082.98951525,2090346.79284787,
402,"February 20, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,1,,,PCOME,,,Yes,Unknown,,-12441845.5274918,3773422.32303834,
403,"February 18, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,California-Mexico border near San Diego,,1,,,CNN,http://cnn.it/1jGgOUo,,Yes,Shot,,-13030169.0363343,3836293.07591471,
404,"February 17, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12443960.5978169,3765017.20015214,
405,"February 17, 2014",Verified,Mediterranean,2,,Somalia,Horn of Africa,Western Med,Italian waters,,,,,Malta Today,http://bit.ly/V7JIqE,,Yes,Unknown,,1516505.42307677,4178730.90776589,
406,"February 16, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12405217.5557967,3779684.83711502,
407,"February 16, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12435388.9970258,3766382.63285863,
408,"February 11, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12405768.0655217,3775709.47889877,
409,"February 6, 2014",Verified,Mediterranean,15,,Reported as unspecified nationals of Africa,Unknown,Western Med,Ceuta waters,,,,,L'Espresso,http://bit.ly/U4b8wu  http://bit.ly/2kyBK8g http://bit.ly/2kzHPRO,,Yes,Shot,,-597125.540979472,4284025.92270436,
410,"January 30, 2014",Verified,Europe,1,,Iran,South Asia,Calais to UK,France - Calais,,1,,,Calais Migrant Solidarity,http://bit.ly/1icTIF9,,Yes,Vehicle accident,,209131.474573694,6609892.34021972,
411,"January 30, 2014",Partially Verified,Caribbean,1,,Haiti,Caribbean,,Fort Lauderdale,,1,,15-16,Local10.com,http://bit.ly/1zU2LSq,,Yes,Drowning,,-8910724.48783469,3013455.14804901,
412,"January 29, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12403754.0142949,3784430.08705038,
413,"January 29, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12460769.8409267,3774341.99013086,
414,"January 28, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12409254.7897881,3783159.73704452,
415,"January 25, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,,Pima County,,1,,23,PCOME,,,Yes,Unknown (skeletal remains),,-12421484.7142859,3775974.65642381,
416,"January 24, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12416592.7445313,3791873.55830144,
417,"January 24, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12406044.4346366,3771694.18290441,
418,"January 22, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12427451.3683045,3790363.19861141,
419,"January 19, 2014",Verified,Mediterranean,12,,"Afghanistan, Syrian Arab Republic",MENA,Eastern Mediterranean,Waters near Greece while being towed back to Turkey,,,,,European Council on Refugees and Exiles,http://bit.ly/2aMCwfg,,Yes,Drowning,,3023236.99486189,4478655.0737452,
420,"January 17, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown,,-12415064.0038716,3795542.53567038,
421,"January 16, 2014",Verified,U.S./Mexico Border,1,,Mexico,Central America,Patagonia,"near Douglas, Arizona",,1,,31,Ministry of Foreign Affairs Mexico,http://bit.ly/1qfIw00,,Yes,Shot,,-12194493.6189492,3677596.37810894,
422,"January 16, 2014",Verified,Europe,1,,Sudan,MENA,,Border between Russia and Estonia,,1,,,EUBusiness (Agence France-Presse),http://bit.ly/1rTFTjR,,Yes,Hyperthermia,,3101205.16621349,8213985.73039263,
423,"January 14, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12458877.4095832,3774801.85009108,
424,"January 12, 2014",Verified,U.S./Mexico Border,1,,Unknown,Central America,,Pima County,,,,,PCOME,,,Yes,Unknown (skeletal remains),,-12418121.4850796,3785299.97395411,
425,"January 6, 2014",Verified,U.S./Mexico Border,1,,Guatemala,Central America,Sierra Vista,Pima County,,1,,21,Humane Borders Arizona Open GIS Initiative,http://humaneborders.info/,,Yes,Unknown (skeletal remains),,-12413841.011433,3787593.08472306,
427,"December 30, 2014",Partially Verified,Southeast Asia,,750,Mixed,South East Asia,,"Vast majority going towards Thailand and Malaysia, others more south in the Indian Ocean",,,,,UNHCR,http://storybuilder.jumpstart.ge/en/unhcr-imm,Estimated total of all deaths in the Bay of Bengal in 2014,Yes,"Mostly starvation, dehydration, and beatings by crew members",,9744863.69624686,1520543.78675238,
428,"October 30, 2014",Verified,Central America incl. Mexico,41,,Guatemala,Central America,,Mexico,,,,,"Minitry of External Relations, Government of Guatemala",,Cumulative total of deaths of Guatemalan nationals between 1 Jan - 31 Oct 2014,Yes,Mixed,,-11416147.7393226,2708933.17072118,
430,"August 30, 2014",Verified,Central America incl. Mexico,64,,El Salvador,Central America,,Various locations in Mexico,,,,,Permanent Mission of El Salvador to the United Nations in Geneva,,Cumulative total between 1 Jan - 31 August 2014. Refers to repatriated deceased migrants. Cause of death not specified.,Yes,Mixed,,-11251506.2124393,2172038.34341493,
